A.1	Q0	2761594	1	45.220646	APPROACH0
A.1	Q0	2257070	3	44.547066	APPROACH0
A.1	Q0	1209788	11	41.662987	APPROACH0
A.1	Q0	2818524	14	41.615669	APPROACH0
A.1	Q0	1566303	22	40.652500	APPROACH0
A.1	Q0	1877455	27	39.730415	APPROACH0
A.1	Q0	1624784	28	39.573021	APPROACH0
A.1	Q0	1808903	34	37.984058	APPROACH0
A.1	Q0	850058	37	37.897808	APPROACH0
A.1	Q0	850529	38	37.858284	APPROACH0
A.1	Q0	1707457	40	37.805676	APPROACH0
A.1	Q0	275278	42	37.805676	APPROACH0
A.1	Q0	1146068	44	37.749123	APPROACH0
A.1	Q0	890910	48	37.720657	APPROACH0
A.1	Q0	2414923	78	37.312218	APPROACH0
A.1	Q0	557959	101	36.971886	APPROACH0
A.1	Q0	850759	102	36.939266	APPROACH0
A.1	Q0	2976095	104	36.832779	APPROACH0
A.1	Q0	1439564	108	36.762562	APPROACH0
A.1	Q0	2677548	176	33.844521	APPROACH0
A.1	Q0	1874766	177	33.844521	APPROACH0
A.1	Q0	375130	178	33.808559	APPROACH0
A.1	Q0	1572115	179	33.808559	APPROACH0
A.1	Q0	1763197	180	33.797771	APPROACH0
A.1	Q0	1043547	182	33.778748	APPROACH0
A.1	Q0	2414931	184	33.778748	APPROACH0
A.1	Q0	1240536	185	33.778748	APPROACH0
A.1	Q0	2912081	187	33.753532	APPROACH0
A.1	Q0	845957	188	33.753532	APPROACH0
A.1	Q0	80243	196	33.731853	APPROACH0
A.1	Q0	845977	197	33.731853	APPROACH0
A.1	Q0	2465924	208	33.687790	APPROACH0
A.1	Q0	2481969	211	33.668106	APPROACH0
A.1	Q0	2077832	216	33.645084	APPROACH0
A.1	Q0	889014	221	33.625805	APPROACH0
A.1	Q0	484408	222	33.625805	APPROACH0
A.1	Q0	2766876	247	33.554485	APPROACH0
A.1	Q0	292227	275	33.504623	APPROACH0
A.1	Q0	2481277	278	33.502060	APPROACH0
A.1	Q0	299062	498	32.723354	APPROACH0
A.1	Q0	533046	515	32.654930	APPROACH0
A.1	Q0	1514323	618	32.382984	APPROACH0
A.1	Q0	2646109	806	29.487089	APPROACH0
A.1	Q0	83185	816	29.448399	APPROACH0
A.1	Q0	1449855	820	29.448399	APPROACH0
A.1	Q0	1259164	828	29.417147	APPROACH0
A.1	Q0	1538390	830	29.417147	APPROACH0
A.1	Q0	2759769	833	29.417147	APPROACH0
A.1	Q0	940583	857	29.404499	APPROACH0
A.1	Q0	1317851	900	29.391237	APPROACH0
A.1	Q0	1546097	912	29.369324	APPROACH0
A.1	Q0	1809885	975	29.319555	APPROACH0
A.1	Q0	2760112	977	29.319555	APPROACH0
A.1	Q0	2420289	990	29.308920	APPROACH0
A.3	Q0	2030080	11	3.035294	APPROACH0
A.3	Q0	1180445	45	2.386857	APPROACH0
A.3	Q0	457168	47	2.356823	APPROACH0
A.3	Q0	613118	71	2.218783	APPROACH0
A.3	Q0	253436	88	2.119043	APPROACH0
A.3	Q0	3021546	106	2.036854	APPROACH0
A.3	Q0	142403	115	2.006052	APPROACH0
A.3	Q0	2326455	117	1.996311	APPROACH0
A.3	Q0	2448712	118	1.996281	APPROACH0
A.3	Q0	607584	123	1.984852	APPROACH0
A.3	Q0	1727750	130	1.968814	APPROACH0
A.3	Q0	2149658	160	1.912344	APPROACH0
A.3	Q0	2670749	187	1.874077	APPROACH0
A.3	Q0	1898723	441	1.672518	APPROACH0
A.3	Q0	3021704	683	1.567766	APPROACH0
A.3	Q0	610208	728	1.554608	APPROACH0
A.3	Q0	965995	872	1.513349	APPROACH0
A.3	Q0	2463970	958	1.491223	APPROACH0
A.4	Q0	2459867	1	51.387360	APPROACH0
A.4	Q0	2459837	9	51.265022	APPROACH0
A.4	Q0	918718	23	51.119675	APPROACH0
