A.1 Q0 2414923 1 0.028068137824235385 reciprocal_rank_fusion_k=60
A.1 Q0 2759771 2 0.028021349599695006 reciprocal_rank_fusion_k=60
A.1 Q0 1314882 3 0.026515151515151516 reciprocal_rank_fusion_k=60
A.1 Q0 2949740 4 0.026144907723855092 reciprocal_rank_fusion_k=60
A.1 Q0 242122 5 0.026140526140526144 reciprocal_rank_fusion_k=60
A.1 Q0 2759769 6 0.025932953826691967 reciprocal_rank_fusion_k=60
A.1 Q0 2399382 7 0.02565359477124183 reciprocal_rank_fusion_k=60
A.1 Q0 964684 8 0.02540245163195983 reciprocal_rank_fusion_k=60
A.1 Q0 1567948 9 0.02523465148484382 reciprocal_rank_fusion_k=60
A.1 Q0 2414898 10 0.0251414204902577 reciprocal_rank_fusion_k=60
A.1 Q0 2257125 11 0.02513105149552883 reciprocal_rank_fusion_k=60
A.1 Q0 1013514 12 0.02490842490842491 reciprocal_rank_fusion_k=60
A.1 Q0 2933294 13 0.02474972191323693 reciprocal_rank_fusion_k=60
A.1 Q0 2760112 14 0.024269005847953218 reciprocal_rank_fusion_k=60
A.1 Q0 2124430 15 0.023839931885908897 reciprocal_rank_fusion_k=60
A.1 Q0 2414931 16 0.023499015748031496 reciprocal_rank_fusion_k=60
A.1 Q0 1566303 17 0.023335702440180052 reciprocal_rank_fusion_k=60
A.1 Q0 2420213 18 0.023132592401137242 reciprocal_rank_fusion_k=60
A.1 Q0 2982256 19 0.023057644110275687 reciprocal_rank_fusion_k=60
A.1 Q0 1566121 20 0.022835963653754184 reciprocal_rank_fusion_k=60
A.1 Q0 628914 21 0.022569444444444444 reciprocal_rank_fusion_k=60
A.1 Q0 2521097 22 0.022442084942084942 reciprocal_rank_fusion_k=60
A.1 Q0 959593 23 0.022429261559696344 reciprocal_rank_fusion_k=60
A.1 Q0 964704 24 0.022281167108753316 reciprocal_rank_fusion_k=60
A.1 Q0 2448340 25 0.022166307213036182 reciprocal_rank_fusion_k=60
A.1 Q0 242136 26 0.021762270845653457 reciprocal_rank_fusion_k=60
A.1 Q0 1441088 27 0.02172809422276373 reciprocal_rank_fusion_k=60
A.1 Q0 1719527 28 0.02142857142857143 reciprocal_rank_fusion_k=60
A.1 Q0 2496427 29 0.02141729174891433 reciprocal_rank_fusion_k=60
A.1 Q0 2916472 30 0.021397849462365594 reciprocal_rank_fusion_k=60
A.1 Q0 280503 31 0.02133221792324584 reciprocal_rank_fusion_k=60
