A.1	Q0	964684	1	27.531458	mlt_base
A.1	Q0	2933294	2	27.116014	mlt_base
A.1	Q0	2414923	3	27.085894	mlt_base
A.1	Q0	2414931	4	26.473139	mlt_base
A.1	Q0	964704	5	25.774261	mlt_base
A.1	Q0	242122	6	25.370012	mlt_base
A.1	Q0	1441088	7	25.341833	mlt_base
A.1	Q0	2496427	8	25.177048	mlt_base
A.1	Q0	959593	9	25.091543	mlt_base
A.1	Q0	2982256	10	25.058912	mlt_base
A.1	Q0	2214683	11	24.701942	mlt_base
A.1	Q0	2399382	12	24.697792	mlt_base
A.1	Q0	280503	13	24.521347	mlt_base
A.1	Q0	2414898	14	24.48355	mlt_base
A.1	Q0	2481277	15	24.408203	mlt_base
A.1	Q0	2760112	16	24.249502	mlt_base
A.1	Q0	2949740	17	24.194664	mlt_base
A.1	Q0	1808870	18	24.041372	mlt_base
A.1	Q0	2070209	19	23.997787	mlt_base
A.1	Q0	1719527	20	23.846163	mlt_base
A.1	Q0	2917875	21	23.78645	mlt_base
A.1	Q0	1414301	22	23.739555	mlt_base
A.1	Q0	983166	23	23.66188	mlt_base
A.1	Q0	280730	24	23.613441	mlt_base
A.1	Q0	1835025	27	23.518473	mlt_base
A.1	Q0	2759771	28	23.470053	mlt_base
A.1	Q0	2124430	29	23.434233	mlt_base
A.1	Q0	1314882	31	23.238688	mlt_base
A.1	Q0	2124254	35	23.12564	mlt_base
A.1	Q0	1538390	38	23.06967	mlt_base
A.1	Q0	2241643	39	22.973515	mlt_base
A.1	Q0	1507201	45	22.86911	mlt_base
A.1	Q0	515428	46	22.824062	mlt_base
A.1	Q0	2257125	48	22.653412	mlt_base
A.1	Q0	242136	50	22.596992	mlt_base
A.1	Q0	2646109	56	22.461746	mlt_base
A.1	Q0	1567948	60	22.379093	mlt_base
A.1	Q0	872628	66	22.21907	mlt_base
A.1	Q0	2982333	70	22.197678	mlt_base
A.1	Q0	2761594	74	22.123251	mlt_base
A.1	Q0	1719505	75	22.113987	mlt_base
A.1	Q0	2759769	79	22.060791	mlt_base
A.1	Q0	845957	80	22.007711	mlt_base
A.1	Q0	2479932	91	21.825447	mlt_base
A.1	Q0	1013514	99	21.660763	mlt_base
A.1	Q0	2420213	102	21.5956	mlt_base
A.1	Q0	2448340	115	21.403688	mlt_base
A.1	Q0	1034117	121	21.316813	mlt_base
A.1	Q0	2725890	129	21.202896	mlt_base
A.1	Q0	1414307	136	21.137457	mlt_base
A.1	Q0	1602632	140	21.12158	mlt_base
A.1	Q0	2521097	141	21.120434	mlt_base
A.1	Q0	519297	143	21.098894	mlt_base
A.1	Q0	1827459	148	21.020008	mlt_base
A.1	Q0	845977	152	20.992064	mlt_base
A.1	Q0	2840751	164	20.84997	mlt_base
A.1	Q0	107839	186	20.61675	mlt_base
A.1	Q0	1876342	191	20.581297	mlt_base
A.1	Q0	2480025	192	20.56605	mlt_base
A.1	Q0	2787035	194	20.555954	mlt_base
A.1	Q0	1360567	197	20.539017	mlt_base
A.1	Q0	2725893	198	20.516556	mlt_base
A.1	Q0	1566121	200	20.498533	mlt_base
A.1	Q0	2916472	216	20.436075	mlt_base
A.1	Q0	2448334	227	20.380878	mlt_base
A.1	Q0	175897	231	20.348288	mlt_base
A.1	Q0	959808	258	20.132687	mlt_base
A.1	Q0	1259164	269	20.064476	mlt_base
A.1	Q0	1457758	274	20.036106	mlt_base
A.1	Q0	1209788	279	20.016521	mlt_base
A.1	Q0	2337321	291	19.934435	mlt_base
A.1	Q0	771995	309	19.86887	mlt_base
A.1	Q0	76941	319	19.822899	mlt_base
A.1	Q0	1566303	329	19.713486	mlt_base
A.1	Q0	2420289	357	19.565212	mlt_base
A.1	Q0	2788261	365	19.529139	mlt_base
A.1	Q0	1515800	366	19.527887	mlt_base
A.1	Q0	1694754	375	19.48405	mlt_base
A.1	Q0	1707457	407	19.34474	mlt_base
A.1	Q0	1806845	437	19.222795	mlt_base
A.1	Q0	3025269	450	19.158491	mlt_base
A.1	Q0	1170258	483	19.051968	mlt_base
A.1	Q0	1870729	490	19.03486	mlt_base
A.1	Q0	628914	499	19.010817	mlt_base
A.1	Q0	2312653	547	18.861597	mlt_base
A.1	Q0	1953716	572	18.802242	mlt_base
A.1	Q0	621523	598	18.729254	mlt_base
A.1	Q0	1707501	603	18.714525	mlt_base
A.1	Q0	1244480	617	18.677855	mlt_base
A.1	Q0	2478303	633	18.63656	mlt_base
A.1	Q0	812364	642	18.617691	mlt_base
A.1	Q0	1977106	659	18.558496	mlt_base
A.1	Q0	292227	696	18.464352	mlt_base
A.1	Q0	1988325	698	18.460808	mlt_base
A.1	Q0	417937	700	18.458723	mlt_base
A.1	Q0	621517	717	18.416496	mlt_base
A.1	Q0	2471377	722	18.408888	mlt_base
A.1	Q0	2916467	723	18.407286	mlt_base
A.1	Q0	323164	732	18.389772	mlt_base
