A.1	1	959808	1	32.286983	mlt_base
A.1	1	2070209	2	31.238365	mlt_base
A.1	1	2764338	3	30.68885	mlt_base
A.1	1	2496427	4	30.277122	mlt_base
A.1	1	1209788	5	30.179129	mlt_base
A.1	1	2759074	6	29.82985	mlt_base
A.1	1	1808870	7	29.451223	mlt_base
A.1	1	2759769	8	28.841593	mlt_base
A.1	1	2760112	9	28.327326	mlt_base
A.1	1	2448340	10	28.251314	mlt_base
A.1	1	292227	11	28.157078	mlt_base
A.1	1	964684	12	28.126474	mlt_base
A.1	1	280730	13	28.029339	mlt_base
A.1	1	959593	14	27.81922	mlt_base
A.1	1	280503	15	27.771326	mlt_base
A.1	1	2414923	16	27.680235	mlt_base
A.1	1	1441088	17	27.636393	mlt_base
A.1	1	2479932	18	27.521849	mlt_base
A.1	1	1538390	19	27.469336	mlt_base
A.1	1	2933294	20	27.40883	mlt_base
A.1	1	2759771	21	27.315897	mlt_base
A.1	1	2916472	22	27.215658	mlt_base
A.1	1	1992571	23	27.182981	mlt_base
A.1	1	2257125	24	27.140179	mlt_base
A.1	1	2414898	25	27.120361	mlt_base
A.1	1	1507201	26	27.093233	mlt_base
A.1	1	2448334	27	27.082882	mlt_base
A.1	1	2414931	28	27.060558	mlt_base
A.1	1	1808816	29	26.971272	mlt_base
A.1	1	2949740	30	26.913464	mlt_base
A.1	1	2982256	31	26.857067	mlt_base
A.1	1	983166	32	26.826534	mlt_base
A.1	1	2399382	33	26.660416	mlt_base
A.1	1	1835025	34	26.645931	mlt_base
A.1	1	1567948	35	26.58517	mlt_base
A.1	1	242122	36	26.362986	mlt_base
A.1	1	964704	37	26.338379	mlt_base
A.1	1	1719505	38	26.314238	mlt_base
A.1	1	2787035	39	26.290321	mlt_base
A.1	1	872628	40	26.211195	mlt_base
A.1	1	2761594	41	26.040215	mlt_base
A.1	1	2124430	42	25.953234	mlt_base
A.1	1	76941	43	25.877941	mlt_base
A.1	1	1013514	44	25.84649	mlt_base
A.1	1	2840751	45	25.801863	mlt_base
A.1	1	1707501	46	25.693836	mlt_base
A.1	1	107839	47	25.676802	mlt_base
A.1	1	242136	48	25.634808	mlt_base
A.1	1	519297	49	25.621593	mlt_base
