A.1 Q0 2982256 1 0.030679156908665108 reciprocal_rank_fusion_k=60
A.1 Q0 964684 2 0.029906956136464335 reciprocal_rank_fusion_k=60
A.1 Q0 2414931 3 0.0293236301369863 reciprocal_rank_fusion_k=60
A.1 Q0 1441088 4 0.028258706467661692 reciprocal_rank_fusion_k=60
A.1 Q0 2760112 5 0.028083267871170464 reciprocal_rank_fusion_k=60
A.1 Q0 2949740 6 0.027071520029266508 reciprocal_rank_fusion_k=60
A.1 Q0 1538390 7 0.026984126984126985 reciprocal_rank_fusion_k=60
A.1 Q0 2414923 8 0.026862026862026864 reciprocal_rank_fusion_k=60
A.1 Q0 2759771 9 0.026779422128259338 reciprocal_rank_fusion_k=60
A.1 Q0 964704 10 0.02662057044079516 reciprocal_rank_fusion_k=60
A.1 Q0 2496427 11 0.026200135226504394 reciprocal_rank_fusion_k=60
A.1 Q0 1567948 12 0.025934278350515462 reciprocal_rank_fusion_k=60
A.1 Q0 2070209 13 0.02581612258494337 reciprocal_rank_fusion_k=60
A.1 Q0 2414898 14 0.025561706284597852 reciprocal_rank_fusion_k=60
A.1 Q0 2124430 15 0.025383141762452106 reciprocal_rank_fusion_k=60
A.1 Q0 2759769 16 0.025188536953242836 reciprocal_rank_fusion_k=60
A.1 Q0 2521097 17 0.025057603686635944 reciprocal_rank_fusion_k=60
A.1 Q0 872628 18 0.02490996398559424 reciprocal_rank_fusion_k=60
A.1 Q0 1808870 19 0.02458521870286576 reciprocal_rank_fusion_k=60
A.1 Q0 280730 20 0.024562989752863168 reciprocal_rank_fusion_k=60
A.1 Q0 2933294 21 0.02439349506798187 reciprocal_rank_fusion_k=60
A.1 Q0 959593 22 0.02383854801571177 reciprocal_rank_fusion_k=60
A.1 Q0 280503 23 0.02295788939624556 reciprocal_rank_fusion_k=60
A.1 Q0 1835025 24 0.022875816993464054 reciprocal_rank_fusion_k=60
A.1 Q0 2124254 25 0.02286386203292396 reciprocal_rank_fusion_k=60
A.1 Q0 2257125 26 0.022833419823559936 reciprocal_rank_fusion_k=60
A.1 Q0 2761594 27 0.02282051282051282 reciprocal_rank_fusion_k=60
A.1 Q0 2399382 28 0.021953405017921146 reciprocal_rank_fusion_k=60
A.1 Q0 2840751 29 0.0216077026421854 reciprocal_rank_fusion_k=60
A.1 Q0 2241643 30 0.021405677655677656 reciprocal_rank_fusion_k=60
A.1 Q0 515428 31 0.021390986044383435 reciprocal_rank_fusion_k=60
A.1 Q0 812364 32 0.020908230842005677 reciprocal_rank_fusion_k=60
A.1 Q0 2916472 33 0.02056451612903226 reciprocal_rank_fusion_k=60
A.1 Q0 959808 34 0.0197787776527934 reciprocal_rank_fusion_k=60
A.1 Q0 2646109 35 0.01959097859327217 reciprocal_rank_fusion_k=60
A.1 Q0 2479932 36 0.01951637471439452 reciprocal_rank_fusion_k=60
A.1 Q0 2448340 37 0.019345794392523364 reciprocal_rank_fusion_k=60
A.1 Q0 107839 38 0.01929969671905156 reciprocal_rank_fusion_k=60
A.1 Q0 2982333 39 0.01919191919191919 reciprocal_rank_fusion_k=60
A.1 Q0 323164 40 0.018634987188446306 reciprocal_rank_fusion_k=60
A.1 Q0 1806845 41 0.018506493506493506 reciprocal_rank_fusion_k=60
A.1 Q0 519297 42 0.01846494213750851 reciprocal_rank_fusion_k=60
A.1 Q0 2788261 43 0.018222506393861894 reciprocal_rank_fusion_k=60
A.1 Q0 1209788 44 0.018218623481781375 reciprocal_rank_fusion_k=60
A.1 Q0 2480025 45 0.017927170868347338 reciprocal_rank_fusion_k=60
A.1 Q0 771995 46 0.017779839208410635 reciprocal_rank_fusion_k=60
A.1 Q0 175897 47 0.017740429505135387 reciprocal_rank_fusion_k=60
A.1 Q0 2725890 48 0.017304393227418516 reciprocal_rank_fusion_k=60
A.1 Q0 292227 49 0.016845226062933764 reciprocal_rank_fusion_k=60
A.1 Q0 2448334 50 0.016771929824561403 reciprocal_rank_fusion_k=60
A.1 Q0 2420213 51 0.016733232337143644 reciprocal_rank_fusion_k=60
A.1 Q0 2725893 52 0.016530054644808743 reciprocal_rank_fusion_k=60
A.1 Q0 1566121 53 0.01613008130081301 reciprocal_rank_fusion_k=60
A.1 Q0 417937 54 0.01588557516737675 reciprocal_rank_fusion_k=60
A.1 Q0 2787035 55 0.01579601990049751 reciprocal_rank_fusion_k=60
A.1 Q0 2337321 56 0.015385525770755665 reciprocal_rank_fusion_k=60
A.1 Q0 2478303 57 0.015287356321839082 reciprocal_rank_fusion_k=60
A.1 Q0 2130215 58 0.015181848515181848 reciprocal_rank_fusion_k=60
A.1 Q0 242122 59 0.015151515151515152 reciprocal_rank_fusion_k=60
A.1 Q0 566568 60 0.014830621499066419 reciprocal_rank_fusion_k=60
A.1 Q0 1694754 61 0.01459931798806479 reciprocal_rank_fusion_k=60
A.1 Q0 1116109 62 0.014492753623188406 reciprocal_rank_fusion_k=60
A.1 Q0 1948449 63 0.01422081769701758 reciprocal_rank_fusion_k=60
A.1 Q0 2214683 64 0.014084507042253521 reciprocal_rank_fusion_k=60
A.1 Q0 1962735 65 0.013609467455621301 reciprocal_rank_fusion_k=60
A.1 Q0 2481277 66 0.013333333333333334 reciprocal_rank_fusion_k=60
A.1 Q0 1719527 67 0.0125 reciprocal_rank_fusion_k=60
A.1 Q0 2917875 68 0.012345679012345678 reciprocal_rank_fusion_k=60
A.1 Q0 1414301 69 0.012195121951219513 reciprocal_rank_fusion_k=60
A.1 Q0 983166 70 0.012048192771084338 reciprocal_rank_fusion_k=60
A.1 Q0 1314882 71 0.011363636363636364 reciprocal_rank_fusion_k=60
A.1 Q0 1507201 72 0.010869565217391304 reciprocal_rank_fusion_k=60
A.1 Q0 242136 73 0.010526315789473684 reciprocal_rank_fusion_k=60
A.1 Q0 1030888 74 0.010101010101010102 reciprocal_rank_fusion_k=60
A.1 Q0 1719505 75 0.009900990099009901 reciprocal_rank_fusion_k=60
A.1 Q0 845957 76 0.009708737864077669 reciprocal_rank_fusion_k=60
A.1 Q0 1027025 77 0.009708737864077669 reciprocal_rank_fusion_k=60
A.1 Q0 1013514 78 0.009523809523809525 reciprocal_rank_fusion_k=60
A.1 Q0 1034117 79 0.009259259259259259 reciprocal_rank_fusion_k=60
A.1 Q0 1414307 80 0.00909090909090909 reciprocal_rank_fusion_k=60
