A.27	1580765	1	18.879665	mlt_base
A.27	1747733	2	18.855938	mlt_base
A.27	1060580	3	18.80226	mlt_base
A.27	1560622	4	18.670584	mlt_base
A.27	1560632	5	18.635818	mlt_base
A.27	2666189	6	18.580387	mlt_base
A.27	131870	7	18.53997	mlt_base
A.27	1711855	8	18.479977	mlt_base
A.27	1975449	9	18.383621	mlt_base
A.27	443103	10	18.363836	mlt_base
A.27	2459676	11	18.350779	mlt_base
A.27	352117	12	18.314365	mlt_base
A.27	1224952	13	18.213463	mlt_base
A.27	1976454	14	18.203814	mlt_base
A.27	1946850	15	18.19983	mlt_base
A.27	131616	16	18.199085	mlt_base
A.27	1836455	17	18.198149	mlt_base
A.27	1786036	18	18.190512	mlt_base
A.27	990879	19	18.148224	mlt_base
A.27	2095375	20	18.12319	mlt_base
A.27	2173437	21	18.070194	mlt_base
A.27	2666184	22	18.036604	mlt_base
A.27	1616877	23	18.005198	mlt_base
A.27	2083812	24	17.917976	mlt_base
A.27	547275	25	17.814976	mlt_base
A.27	2257048	26	17.804905	mlt_base
A.27	2056374	27	17.79758	mlt_base
A.27	2666319	28	17.76184	mlt_base
A.27	131612	29	17.713816	mlt_base
A.27	1224961	30	17.711306	mlt_base
A.27	1097280	31	17.649782	mlt_base
A.27	2330185	32	17.623278	mlt_base
A.27	3042860	33	17.619858	mlt_base
A.27	282544	34	17.600033	mlt_base
A.27	2666486	35	17.573257	mlt_base
A.27	1240563	36	17.511465	mlt_base
A.27	1358751	37	17.463156	mlt_base
A.27	621309	38	17.40509	mlt_base
A.27	3042876	39	17.403421	mlt_base
A.27	1315432	40	17.372593	mlt_base
A.27	2083598	41	17.303667	mlt_base
A.27	1308548	42	17.296206	mlt_base
A.27	1096452	43	17.193274	mlt_base
A.27	3053196	44	17.15842	mlt_base
A.27	1190784	45	17.044207	mlt_base
A.27	453136	46	17.018867	mlt_base
A.27	1798992	47	16.954248	mlt_base
A.27	184874	48	16.91082	mlt_base
A.27	1222971	49	16.855862	mlt_base
A.27	2251786	50	16.843258	mlt_base
A.27	106266	51	16.820217	mlt_base
A.27	1838529	52	16.81743	mlt_base
A.27	953382	53	16.796497	mlt_base
A.27	2848242	54	16.784517	mlt_base
A.27	1311514	55	16.716925	mlt_base
A.27	1598225	56	16.70821	mlt_base
A.27	2104339	57	16.61356	mlt_base
A.27	2167207	58	16.609056	mlt_base
A.27	414709	59	16.540865	mlt_base
A.27	1854429	60	16.511787	mlt_base
A.27	475396	61	16.491222	mlt_base
A.27	474175	62	16.468708	mlt_base
A.27	327446	63	16.455727	mlt_base
A.27	32525	64	16.452278	mlt_base
A.27	1050452	65	16.362091	mlt_base
A.27	2454988	66	16.352217	mlt_base
A.27	650087	67	16.343285	mlt_base
A.27	22799	68	16.340256	mlt_base
A.27	2073082	69	16.339678	mlt_base
A.27	1969176	70	16.339508	mlt_base
A.27	2612751	71	16.325394	mlt_base
A.27	260300	72	16.317219	mlt_base
A.27	1462395	73	16.295555	mlt_base
A.27	2007204	74	16.205019	mlt_base
A.27	1049012	75	16.19401	mlt_base
A.27	1666940	76	16.177284	mlt_base
